as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
2002-12-31,spell-ANTM-20020725,,ANTM,ANTM,ANTM,,2002-07-25,2022-06-28,fja_history,auto
2002-12-31,spell-AON-19960423,,AON,AON,Aon plc,Aon plc,1996-04-23,,fja_history,auto
2002-12-31,spell-APA-19970728,,APA,APA,APA Corporation,APA Corporation,1997-07-28,,fja_history,auto
2002-12-31,spell-APC-19970728,,APC,APC,Anadarko Petroleum,,1997-07-28,2019-08-09,fja_history,reused_symbol_requires_override
2002-12-31,spell-APCC-20000601,,APCC,APCC,APCC,,2000-06-01,2007-02-15,fja_history,auto
2002-12-31,spell-APD-19960102,,APD,APD,Air Products,Air Products,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-APOL-20020515,,APOL,APOL,Apollo Education Group,,2002-05-15,2013-07-01,fja_history,auto
2002-12-31,spell-ARNC-19960102,,ARNC,ARNC,Arconic,,1996-01-02,2020-04-06,fja_history,auto
2002-12-31,spell-ASH-19960102,,ASH,ASH,ASH,,1996-01-02,2008-11-14,fja_history,reused_symbol_requires_override
2002-12-31,spell-ASO-19990310,,ASO,ASO,ASO,,1999-03-10,2006-11-06,fja_history,auto
2002-12-31,spell-AT-19960102,,AT,AT,AT,,1996-01-02,2007-11-19,fja_history,reused_symbol_requires_override
2002-12-31,spell-ATI-19960102,,ATI,ATI,Allegheny Technologies,,1996-01-02,2015-07-02,fja_history,auto
2002-12-31,spell-AV-20001002,,AV,AV,Avaya,,2000-10-02,2007-10-26,fja_history,auto
2002-12-31,spell-AVP-19960102,,AVP,AVP,Avon Products,,1996-01-02,2015-03-23,fja_history,reused_symbol_requires_override
2002-12-31,spell-AVY-19960102,,AVY,AVY,Avery Dennison,Avery Dennison,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-AW-19990802,,AW,AW,AW,,1999-08-02,2008-12-05,fja_history,auto
2002-12-31,spell-AWE-20010709,,AWE,AWE,AWE,,2001-07-09,2004-10-27,fja_history,auto
2002-12-31,spell-AXP-19960102,,AXP,AXP,American Express,American Express,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-AYE-20001211,,AYE,AYE,Allegheny Energy,,2000-12-11,2011-02-28,fja_history,reused_symbol_requires_override
2002-12-31,spell-AZO-19970102,,AZO,AZO,AutoZone,AutoZone,1997-01-02,,fja_history,auto
2002-12-31,spell-BA-19960102,,BA,BA,Boeing,Boeing,1996-01-02,,fja_history,auto
2002-12-31,spell-BAC-19960102,,BAC,BAC,Bank of America,Bank of America,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-BAX-19960102,,BAX,BAX,Baxter International,Baxter International,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-BBBY-19991001,,BBBY,BBBY,Bed Bath & Beyond,,1999-10-01,2017-07-26,fja_history,auto
2002-12-31,spell-BBT-19971204,,BBT,BBT,BBT,,1997-12-04,2019-12-09,fja_history,auto
2002-12-31,spell-BBY-19990630,,BBY,BBY,Best Buy,Best Buy,1999-06-30,,fja_history,auto
2002-12-31,spell-BC-19960102,,BC,BC,Brunswick,,1996-01-02,2008-06-23,fja_history,reused_symbol_requires_override
2002-12-31,spell-BCR-19960102,,BCR,BCR,CR Bard,,1996-01-02,2017-12-29,fja_history,reused_symbol_requires_override
2002-12-31,spell-BDK-19960102,,BDK,BDK,BDK,,1996-01-02,2010-03-15,fja_history,reused_symbol_requires_override
2002-12-31,spell-BDX-19960102,,BDX,BDX,Becton Dickinson,Becton Dickinson,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-BEAM-19960102,,BEAM,BEAM,Suntory Global Spirits,,1996-01-02,2014-05-01,fja_history,auto
2002-12-31,spell-BEN-19980429,,BEN,BEN,Franklin Resources,Franklin Resources,1998-04-29,,fja_history,auto
2002-12-31,spell-BF_B-19960102,,BF.B,BF.B,Brown–Forman,Brown–Forman,1996-01-02,,fja_history,auto
2002-12-31,spell-BGEN-20000131,,BGEN,BGEN,BGEN,,2000-01-31,2003-11-13,fja_history,auto
2002-12-31,spell-BHGE-19960102,,BHGE,BHGE,BHGE,,1996-01-02,2019-10-18,fja_history,reused_symbol_requires_override
2002-12-31,spell-BIG-19980120,,BIG,BIG,Big Lots,,1998-01-20,2013-02-14,fja_history,auto
2002-12-31,spell-BJS-20020515,,BJS,BJS,BJ Services,,2002-05-15,2010-04-29,fja_history,auto
2002-12-31,spell-BK-19960102,,BK,BK,BNY Mellon,BNY Mellon,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-BLL-19960102,,BLL,BLL,BLL,,1996-01-02,2022-05-10,fja_history,reused_symbol_requires_override
2002-12-31,spell-BLS-19960102,,BLS,BLS,BLS,,1996-01-02,2007-01-03,fja_history,reused_symbol_requires_override
2002-12-31,spell-BMC-19981001,,BMC,BMC,BMC Software,,1998-10-01,2013-09-11,fja_history,auto
2002-12-31,spell-BMET-19960102,,BMET,BMET,BMET,,1996-01-02,2007-07-12,fja_history,reused_symbol_requires_override
2002-12-31,spell-BMS-19960102,,BMS,BMS,Bemis Company,,1996-01-02,2014-12-05,fja_history,reused_symbol_requires_override
2002-12-31,spell-BMY-19960102,,BMY,BMY,Bristol Myers Squibb,Bristol Myers Squibb,1996-01-02,,fja_history,auto
2002-12-31,spell-BNI-19960102,,BNI,BNI,BNI,,1996-01-02,2010-02-16,fja_history,reused_symbol_requires_override
2002-12-31,spell-BOL-19960102,,BOL,BOL,BOL,,1996-01-02,2007-10-29,fja_history,reused_symbol_requires_override
2002-12-31,spell-BR-19960102,,BR,BR,Broadridge Financial Solutions,Broadridge Financial Solutions,1996-01-02,2006-04-03,fja_history,reused_symbol_requires_override
2002-12-31,spell-BRCM-20000703,,BRCM,BRCM,Broadcom Corporation,,2000-07-03,2016-02-01,fja_history,auto
2002-12-31,spell-BSC-19980701,,BSC,BSC,BSC,,1998-07-01,2008-06-02,fja_history,auto
2002-12-31,spell-BSX-19960102,,BSX,BSX,Boston Scientific,Boston Scientific,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-BUD-19960102,,BUD,BUD,Anheuser Busch,,1996-01-02,2008-11-18,fja_history,reused_symbol_requires_override
2002-12-31,spell-C-19960102,,C,C,Citigroup,Citigroup,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CA-19960102,,CA,CA,CA Technologies,,1996-01-02,2018-11-06,fja_history,auto
2002-12-31,spell-CAG-19960102,,CAG,CAG,Conagra Brands,Conagra Brands,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CAH-19970527,,CAH,CAH,Cardinal Health,Cardinal Health,1997-05-27,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CAR-19960102,,CAR,CAR,CAR,,1996-01-02,2006-08-01,fja_history,auto
2002-12-31,spell-CAT-19960102,,CAT,CAT,Caterpillar Inc.,Caterpillar Inc.,1996-01-02,,fja_history,auto
2002-12-31,spell-CB-19960102,,CB,CB,Chubb Limited,Chubb Limited,1996-01-02,,fja_history,auto
2002-12-31,spell-CBE-19960102,,CBE,CBE,Cooper Industries,,1996-01-02,2009-09-09,fja_history,reused_symbol_requires_override
2002-12-31,spell-CBS-19960102,,CBS,CBS,CBS,,1996-01-02,2019-12-05,fja_history,reused_symbol_requires_override
2002-12-31,spell-CCE-19981008,,CCE,CCE,Coca-Cola Enterprises,,1998-10-08,2016-05-31,fja_history,auto
2002-12-31,spell-CCL-19981222,,CCL,CCL,Carnival,Carnival,1998-12-22,,fja_history,auto
2002-12-31,spell-CCTYQ-19960102,,CCTYQ,CCTYQ,CCTYQ,,1996-01-02,2008-03-31,fja_history,auto
2002-12-31,spell-CCU-19970902,,CCU,CCU,CCU,,1997-09-02,2008-07-31,fja_history,auto
2002-12-31,spell-CE-20010402,,CE,CE,Celanese,,2001-04-02,2004-02-27,fja_history,reused_symbol_requires_override
2002-12-31,spell-CEG-19960102,,CEG,CEG,Constellation Energy,Constellation Energy,1996-01-02,2012-03-13,fja_history,reused_symbol_requires_override
2002-12-31,spell-CF-20000619,,CF,CF,CF Industries,CF Industries,2000-06-19,2004-09-01,fja_history,reused_symbol_requires_override
2002-12-31,spell-CFC-19970618,,CFC,CFC,Countrywide Financial Corp,,1997-06-18,2008-07-01,fja_history,auto
2002-12-31,spell-CHIR-20001124,,CHIR,CHIR,CHIR,,2000-11-24,2006-04-20,fja_history,auto
2002-12-31,spell-CI-19960102,,CI,CI,Cigna,Cigna,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CIEN-20010830,,CIEN,CIEN,Ciena,Ciena,2001-08-30,2009-12-21,fja_history,reused_symbol_requires_override
2002-12-31,spell-CIN-19960102,,CIN,CIN,CIN,,1996-01-02,2006-04-03,fja_history,reused_symbol_requires_override
2002-12-31,spell-CINF-19971218,,CINF,CINF,Cincinnati Financial,Cincinnati Financial,1997-12-18,,fja_history,auto
2002-12-31,spell-CL-19960102,,CL,CL,Colgate-Palmolive,Colgate-Palmolive,1996-01-02,,fja_history,auto
2002-12-31,spell-CLX-19960102,,CLX,CLX,Clorox,Clorox,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CMA-19960102,,CMA,CMA,Comerica,,1996-01-02,2024-06-24,fja_history,auto
2002-12-31,spell-CMCSA-19960102,,CMCSA,CMCSA,Comcast,Comcast,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CMI-19960102,,CMI,CMI,Cummins,Cummins,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CMS-19990503,,CMS,CMS,CMS Energy,CMS Energy,1999-05-03,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CMVT-19991027,,CMVT,CMVT,CMVT,,1999-10-27,2007-02-01,fja_history,auto
2002-12-31,spell-CNP-19960102,,CNP,CNP,CenterPoint Energy,CenterPoint Energy,1996-01-02,,fja_history,auto
2002-12-31,spell-COF-19980701,,COF,COF,Capital One,Capital One,1998-07-01,,fja_history,auto
2002-12-31,spell-COL-20010702,,COL,COL,Rockwell Collins,,2001-07-02,2018-11-27,fja_history,reused_symbol_requires_override
2002-12-31,spell-COP-19960102,,COP,COP,ConocoPhillips,ConocoPhillips,1996-01-02,,fja_history,auto
2002-12-31,spell-COST-19960102,,COST,COST,Costco,Costco,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CPB-19960102,,CPB,CPB,Campbell's Company (The),Campbell's Company (The),1996-01-02,,fja_history,auto
2002-12-31,spell-CPNLQ-20001201,,CPNLQ,CPNLQ,CPNLQ,,2000-12-01,2005-12-02,fja_history,auto
2002-12-31,spell-CPWR-19990104,,CPWR,CPWR,Compuware,,1999-01-04,2012-01-03,fja_history,auto
2002-12-31,spell-CR-19960102,,CR,CR,CR,,1996-01-02,2004-12-20,fja_history,reused_symbol_requires_override
2002-12-31,spell-CSCO-19960102,,CSCO,CSCO,Cisco,Cisco,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CSX-19960102,,CSX,CSX,CSX Corporation,CSX Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-CTAS-20010301,,CTAS,CTAS,Cintas,Cintas,2001-03-01,,fja_history,auto
2002-12-31,spell-CTB-19960102,,CTB,CTB,CTB,,1996-01-02,2006-07-18,fja_history,reused_symbol_requires_override
2002-12-31,spell-CTL-19990325,,CTL,CTL,CTL,,1999-03-25,2020-09-18,fja_history,auto
2002-12-31,spell-CTX-19960102,,CTX,CTX,Centex Corp.,,1996-01-02,2009-08-19,fja_history,reused_symbol_requires_override
2002-12-31,spell-CTXS-19991201,,CTXS,CTXS,Citrix Systems,,1999-12-01,2022-10-03,fja_history,auto
2002-12-31,spell-CVG-20000613,,CVG,CVG,Convergys,,2000-06-13,2009-12-21,fja_history,auto
2002-12-31,spell-CVS-19960102,,CVS,CVS,CVS Health,CVS Health,1996-01-02,,fja_history,auto
2002-12-31,spell-CVX-19960102,,CVX,CVX,Chevron Corporation,Chevron Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-D-19960102,,D,D,Dominion Energy,Dominion Energy,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-DALRQ-19960102,,DALRQ,DALRQ,DALRQ,,1996-01-02,2005-08-19,fja_history,auto
2002-12-31,spell-DCNAQ-19960102,,DCNAQ,DCNAQ,DCNAQ,,1996-01-02,2006-03-03,fja_history,auto
2002-12-31,spell-DD-19960102,,DD,DD,DuPont,DuPont,1996-01-02,2017-09-01,fja_history,reused_symbol_requires_override
2002-12-31,spell-DDS-19960102,,DDS,DDS,DDS,,1996-01-02,2008-10-22,fja_history,reused_symbol_requires_override
2002-12-31,spell-DE-19960102,,DE,DE,Deere & Company,Deere & Company,1996-01-02,,fja_history,auto
2002-12-31,spell-DELL-19960906,,DELL,DELL,Dell Technologies,Dell Technologies,1996-09-06,2013-10-29,fja_history,reused_symbol_requires_override
2002-12-31,spell-DG-19980716,,DG,DG,Dollar General,Dollar General,1998-07-16,2007-07-09,fja_history,reused_symbol_requires_override
2002-12-31,spell-DGX-20021212,,DGX,DGX,Quest Diagnostics,Quest Diagnostics,2002-12-12,,fja_history,auto
2002-12-31,spell-DHR-19981118,,DHR,DHR,Danaher Corporation,Danaher Corporation,1998-11-18,,fja_history,auto
2002-12-31,spell-DIS-19960102,,DIS,DIS,Walt Disney Company (The),Walt Disney Company (The),1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-DJ-19960102,,DJ,DJ,Dow Jones,,1996-01-02,2007-12-14,fja_history,auto
2002-12-31,spell-DLX-19960102,,DLX,DLX,DLX,,1996-01-02,2004-12-20,fja_history,reused_symbol_requires_override
2002-12-31,spell-DOV-19960102,,DOV,DOV,Dover Corporation,Dover Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-DOW-19960102,,DOW,DOW,Dow Inc.,Dow Inc.,1996-01-02,2017-09-01,fja_history,reused_symbol_requires_override
2002-12-31,spell-DPHIQ-19990528,,DPHIQ,DPHIQ,DPHIQ,,1999-05-28,2005-10-11,fja_history,auto
2002-12-31,spell-DRI-19960102,,DRI,DRI,Darden Restaurants,Darden Restaurants,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-DTE-19960102,,DTE,DTE,DTE Energy,DTE Energy,1996-01-02,,fja_history,auto
2002-12-31,spell-DUK-19960102,,DUK,DUK,Duke Energy,Duke Energy,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-DVN-20000830,,DVN,DVN,Devon Energy,Devon Energy,2000-08-30,,fja_history,auto
2002-12-31,spell-DXC-19960102,,DXC,DXC,DXC Technology,,1996-01-02,2015-12-01,fja_history,reused_symbol_requires_override
2002-12-31,spell-DYN-20001003,,DYN,DYN,Dynegy,,2000-10-03,2009-12-21,fja_history,auto
2002-12-31,spell-EA-20020722,,EA,EA,Electronic Arts,Electronic Arts,2002-07-22,,fja_history,auto
2002-12-31,spell-EBAY-20020722,,EBAY,EBAY,eBay Inc.,eBay Inc.,2002-07-22,,fja_history,auto
2002-12-31,spell-EC-19960102,,EC,EC,EC,,1996-01-02,2006-06-06,fja_history,reused_symbol_requires_override
2002-12-31,spell-ECL-19960102,,ECL,ECL,Ecolab,Ecolab,1996-01-02,,fja_history,auto
2002-12-31,spell-ED-19960102,,ED,ED,Consolidated Edison,Consolidated Edison,1996-01-02,,fja_history,auto
2002-12-31,spell-EDS-19980811,,EDS,EDS,EDS,,1998-08-11,2008-08-26,fja_history,reused_symbol_requires_override
2002-12-31,spell-EFX-19970619,,EFX,EFX,Equifax,Equifax,1997-06-19,,fja_history,auto
2002-12-31,spell-EHC-19970108,,EHC,EHC,EHC,,1997-01-08,2003-03-21,fja_history,auto
2002-12-31,spell-EIX-19960102,,EIX,EIX,Edison International,Edison International,1996-01-02,,fja_history,auto
2002-12-31,spell-EKDKQ-19960102,,EKDKQ,EKDKQ,EKDKQ,,1996-01-02,2010-12-20,fja_history,auto
2002-12-31,spell-EMC-19960328,,EMC,EMC,EMC Corporation,,1996-03-28,2016-09-07,fja_history,auto
2002-12-31,spell-EMN-19960102,,EMN,EMN,Eastman Chemical Co.,,1996-01-02,2025-11-04,fja_history,reused_symbol_requires_override
2002-12-31,spell-EMR-19960102,,EMR,EMR,Emerson Electric,Emerson Electric,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-EOG-20001102,,EOG,EOG,EOG Resources,EOG Resources,2000-11-02,,fja_history,auto
2002-12-31,spell-EOP-20011010,,EOP,EOP,EOP,,2001-10-10,2007-02-12,fja_history,auto
2002-12-31,spell-EP-19991026,,EP,EP,El Paso Corporation,,1999-10-26,2012-05-25,fja_history,auto
2002-12-31,spell-EQR-20011203,,EQR,EQR,Equity Residential,Equity Residential,2001-12-03,,fja_history,auto
2002-12-31,spell-ETN-19960102,,ETN,ETN,Eaton Corporation,Eaton Corporation,1996-01-02,,fja_history,auto
2002-12-31,spell-ETR-19960102,,ETR,ETR,Entergy,Entergy,1996-01-02,,fja_history,auto
2002-12-31,spell-EXC-19960102,,EXC,EXC,Exelon,Exelon,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-F-19960102,,F,F,Ford Motor Company,Ford Motor Company,1996-01-02,,fja_history,auto
2002-12-31,spell-FBF-19960102,,FBF,FBF,FBF,,1996-01-02,2004-04-01,fja_history,reused_symbol_requires_override
2002-12-31,spell-FCX-19960102,,FCX,FCX,Freeport-McMoRan,Freeport-McMoRan,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-FDC-19960102,,FDC,FDC,First Data,,1996-01-02,2007-09-25,fja_history,reused_symbol_requires_override
2002-12-31,spell-FDO-20010806,,FDO,FDO,Family Dollar,,2001-08-06,2015-07-07,fja_history,auto
2002-12-31,spell-FDX-19960102,,FDX,FDX,FedEx,FedEx,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-FE-19960102,,FE,FE,FirstEnergy,FirstEnergy,1996-01-02,,fja_history,auto
2002-12-31,spell-FHN-20020506,,FHN,FHN,First Horizon,,2002-05-06,2013-06-24,fja_history,auto
2002-12-31,spell-FISV-20010402,,FISV,FISV,Fiserv,Fiserv,2001-04-02,2023-06-07,fja_history,reused_symbol_requires_override
2002-12-31,spell-FITB-19960308,,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,1996-03-08,,fja_history,auto
2002-12-31,spell-FLR-20001222,,FLR,FLR,Fluor Corporation,,2000-12-22,2019-06-03,fja_history,auto
2002-12-31,spell-FMCC-19960102,,FMCC,FMCC,FMCC,,1996-01-02,2008-09-11,fja_history,auto
2002-12-31,spell-FNMA-19960102,,FNMA,FNMA,FNMA,,1996-01-02,2008-09-11,fja_history,auto
2002-12-31,spell-FRX-20001122,,FRX,FRX,Forest Laboratories,,2000-11-22,2014-07-01,fja_history,auto
2002-12-31,spell-FTR-20010227,,FTR,FTR,Frontier Communications,,2001-02-27,2017-03-20,fja_history,reused_symbol_requires_override
2002-12-31,spell-G-19960102,,G,G,G,,1996-01-02,2005-10-03,fja_history,auto
2002-12-31,spell-GAS-19960102,,GAS,GAS,Nicor Gas,,1996-01-02,2011-12-12,fja_history,reused_symbol_requires_override
2002-12-31,spell-GD-19960102,,GD,GD,General Dynamics,General Dynamics,1996-01-02,,fja_history,auto
2002-12-31,spell-GDT-19961219,,GDT,GDT,GDT,,1996-12-19,2006-04-24,fja_history,auto
2002-12-31,spell-GDW-19960102,,GDW,GDW,GDW,,1996-01-02,2006-10-02,fja_history,reused_symbol_requires_override
2002-12-31,spell-GE-19960102,,GE,GE,GE Aerospace,GE Aerospace,1996-01-02,,fja_history,auto
2002-12-31,spell-GENZ-20011214,,GENZ,GENZ,Genzyme,,2001-12-14,2011-04-04,fja_history,auto
2002-12-31,spell-GIS-19960102,,GIS,GIS,General Mills,General Mills,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-GLK-19960102,,GLK,GLK,Great Lakes Chemical,,1996-01-02,2005-07-05,fja_history,reused_symbol_requires_override
2002-12-31,spell-GLW-19960102,,GLW,GLW,Corning Inc.,Corning Inc.,1996-01-02,,fja_history,auto
2002-12-31,spell-GP-19960102,,GP,GP,GP,,1996-01-02,2005-12-20,fja_history,auto
2002-12-31,spell-GPC-19960102,,GPC,GPC,Genuine Parts Company,Genuine Parts Company,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-GPS-19960102,,GPS,GPS,Gap,,1996-01-02,2022-02-02,fja_history,auto
2002-12-31,spell-GR-19960102,,GR,GR,Goodrich Corporation,,1996-01-02,2012-07-27,fja_history,reused_symbol_requires_override
2002-12-31,spell-GS-20020722,,GS,GS,Goldman Sachs,Goldman Sachs,2002-07-22,,fja_history,reused_symbol_requires_override
2002-12-31,spell-GT-19960102,,GT,GT,The Goodyear Tire & Rubber Company,,1996-01-02,2019-02-27,fja_history,reused_symbol_requires_override
2002-12-31,spell-GTW-19980427,,GTW,GTW,GTW,,1998-04-27,2006-08-01,fja_history,auto
2002-12-31,spell-GWW-19960102,,GWW,GWW,W. W. Grainger,W. W. Grainger,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-HAL-19960102,,HAL,HAL,Halliburton,Halliburton,1996-01-02,,fja_history,auto
2002-12-31,spell-HAS-19960102,,HAS,HAS,Hasbro,Hasbro,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-HBAN-19970806,,HBAN,HBAN,Huntington Bancshares,Huntington Bancshares,1997-08-06,,fja_history,auto
2002-12-31,spell-HCA-19960102,,HCA,HCA,HCA Healthcare,HCA Healthcare,1996-01-02,2006-11-20,fja_history,reused_symbol_requires_override
2002-12-31,spell-HCR-19980928,,HCR,HCR,HCR,,1998-09-28,2007-11-09,fja_history,auto
2002-12-31,spell-HD-19960102,,HD,HD,Home Depot (The),Home Depot (The),1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-HES-19960102,,HES,HES,Hess Corporation,,1996-01-02,2025-07-23,fja_history,reused_symbol_requires_override
2002-12-31,spell-HET-19960102,,HET,HET,HET,,1996-01-02,2008-01-29,fja_history,reused_symbol_requires_override
2002-12-31,spell-HI-19960102,,HI,HI,HI,,1996-01-02,2003-03-31,fja_history,reused_symbol_requires_override
2002-12-31,spell-HIG-19960102,,HIG,HIG,Hartford (The),Hartford (The),1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-HLT-19960102,,HLT,HLT,Hilton Worldwide,Hilton Worldwide,1996-01-02,2007-10-25,fja_history,reused_symbol_requires_override
2002-12-31,spell-HMA-20011107,,HMA,HMA,HMA,,2001-11-07,2007-03-02,fja_history,auto
2002-12-31,spell-HNZ-19960102,,HNZ,HNZ,Heinz,,1996-01-02,2013-06-07,fja_history,reused_symbol_requires_override
2002-12-31,spell-HOG-20000131,,HOG,HOG,Harley-Davidson,,2000-01-31,2020-06-22,fja_history,auto
2002-12-31,spell-HON-19960102,,HON,HON,Honeywell,Honeywell,1996-01-02,,fja_history,reused_symbol_requires_override
2002-12-31,spell-HOT-20001117,,HOT,HOT,Starwood,,2000-11-17,2016-09-23,fja_history,auto
2002-12-31,spell-HPC-19960102,,HPC,HPC,HPC,,1996-01-02,2008-11-14,fja_history,reused_symbol_requires_override
2002-12-31,spell-HPQ-19960102,,HPQ,HPQ,HP Inc.,HP Inc.,1996-01-02,,fja_history,auto
2002-12-31,spell-HRB-19960102,,HRB,HRB,H&R Block,,1996-01-02,2020-09-21,fja_history,reused_symbol_requires_override
2002-12-31,spell-HSH-19960102,,HSH,HSH,HSH,,1996-01-02,2012-06-29,fja_history,auto
