as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
1992-12-31,permno-63845-19881006,63845,AAL,"AALS, AALX, AAL",ALEXANDER & ALEXANDER INC; ALEXANDER & ALEXANDER SVCS INC,,1988-10-06,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-14593-19821118,14593,AAPL,AAPL,APPLE COMPUTER INC; APPLE INC,,1982-11-18,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-27713-19741017,27713,ABI,"PKN, PEB, ABI",P E CORP; PERKIN ELMER CORP; APPLIED BIOSYSTEMS INC DEL; APPLERA CORP,,1974-10-17,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-50032-19841123,50032,ABS,ABS,ALBERTSONS INC,,1984-11-23,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-19692-19570301,19692,ACK,ACK,ARMSTRONG WORLD INDUSTRIES INC; ARMSTRONG CORK CO; ARMSTRONG HOLDINGS INC,,1957-03-01,1996-01-02,wrds,auto
1992-12-31,permno-42083-19710304,42083,ACV,ACV,ALBERTO CULVER CO; ALBERTO CULVER CO NEW,,1971-03-04,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-23341-19570301,23341,ACY,ACY,AMERICAN CYANAMID CO,,1957-03-01,1994-09-26,wrds,auto
1992-12-31,permno-10516-19810730,10516,ADM,ADM,ARCHER DANIELS MIDLAND CO,,1981-07-30,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-44644-19810226,44644,ADP,"AUD, ADP",AUTOMATIC DATA PROCESSING INC,,1981-02-26,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-85631-19891221,85631,ADSK,"ACAD, ADSK",AUTODESK INC,,1989-12-21,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-24985-19910920,24985,AEE,"UEP, AEE",UNION ELECTRIC CO; AMEREN CORP,,1991-09-20,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-19596-19570301,19596,AEG,"UAL, AEG",U A L INC; U A L CORP; ALLEGIS CORP; UNITED AIR LINES INC; UNITED AIR LINES TRANS CORP,,1957-03-01,1994-07-12,wrds,ticker_history_requires_override
1992-12-31,permno-46850-19760701,46850,AET,AET,AETNA INC; AETNA LIFE & CASUALTY CO,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-48397-19760701,48397,AGC,AGC,AMERICAN GENERAL CORP; AMERICAN GENERAL INS CO,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-75646-19920210,75646,AGN,AGN,ALLERGAN INC,,1992-02-10,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-13056-19891005,13056,AGREA,"AM, AGREA",AMERICAN GREETINGS CORP,,1989-10-05,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-56266-19730531,56266,AHM,"AHMN, AHM",AHMANSON H F & CO,,1973-05-31,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-66800-19800214,66800,AIGR,"AIG, AIGR",AMERICAN INTERNATIONAL GROUP INC,,1980-02-14,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-65859-19831201,65859,AIT,AIT,AMERITECH CORP; AMERICAN INFORMATION TECHS CORP,,1983-12-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-24264-19570301,24264,AL,AL,ALCAN INC; ALCAN ALUMINUM LTD; ALUMINUM LTD,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-61241-19840621,61241,AMD,"AMDV, AMD",ADVANCED MICRO DEVICES INC,,1984-06-21,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-60046-19861023,60046,AMDH,"AMH, AMDH",AMDAHL CORP,,1986-10-23,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-14008-19920102,14008,AMGN,AMGN,AMGEN INC,,1992-01-02,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-27051-19670413,27051,AMP,AMP,A M P INC,,1967-04-13,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-21020-19570301,21020,AMR,"AAL, AMR",A M R CORP DEL; AMERICAN AIRLINES GROUP INC; AMERICAN AIRLS INC,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-10161-19570301,10161,AMX,AMX,AMERICAN METAL CLIMAX INC; AMERICAN METAL LTD; AMAX INC,,1957-03-01,1993-11-12,wrds,auto
1992-12-31,permno-19553-19570301,19553,AN,"SN, AN",STANDARD OIL CO IND; AMOCO CORP,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-14323-19841123,14323,ANDW,ANDW,ANDREW CORP,,1984-11-23,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-28222-19850411,28222,APD,APD,AIR PRODUCTS & CHEMICALS INC,,1985-04-11,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-10364-19570301,10364,AR,AR,AMERICAN SMLT & REFNG CO; ASARCO INC,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-10604-19570301,10604,ARC,"AFI, ARC",ATLANTIC REFNG CO; ATLANTIC RICHFIELD CO,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-17566-19570301,17566,AS,AS,AMERICAN ROLLING ML CO; ARMCO STL CORP; ARMCO INC,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-24272-19890803,24272,ASH,ASH,ASHLAND INC 2022; ASHLAND GLOBAL HOLDINGS INC; ASHLAND OIL INC; ASHLAND INC NEW; ASHLAND OIL & REFNG CO; ASHLAND INC,,1989-08-03,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-48514-19880211,48514,ASN,"IKN, ASN",ALCO STANDARD CORP; IKON OFFICE SOLUTIONS INC,,1988-02-11,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-40416-19670518,40416,AVP,AVP,AVON PRODUCTS INC,,1967-05-18,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-44601-19871224,44601,AVY,AVY,AVERY INTERNATIONAL CORP; AVERY PRODUCTS CORP; AVERY DENNISON CORP,,1987-12-24,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-59176-19760701,59176,AXP,"AEXP, AXP",AMERICAN EXPRESS CO,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-64856-19901212,64856,AZA,AZA,ALZA CORP,,1990-12-12,1996-01-02,wrds,auto
