as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
1996-12-31,spell-AMD-19960102,,AMD,AMD,Advanced Micro Devices,Advanced Micro Devices,1996-01-02,2013-09-23,fja_history,reused_symbol_requires_override
1996-12-31,spell-AMGN-19960102,,AMGN,AMGN,Amgen,Amgen,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-AMH-19960102,,AMH,AMH,AMH,,1996-01-02,1997-09-15,fja_history,auto
1996-12-31,spell-AMP-19960102,,AMP,AMP,Ameriprise Financial,Ameriprise Financial,1996-01-02,1999-04-05,fja_history,reused_symbol_requires_override
1996-12-31,spell-AN-19960102,,AN,AN,Amoco,,1996-01-02,1999-01-04,fja_history,reused_symbol_requires_override
1996-12-31,spell-ANDW-19960102,,ANDW,ANDW,ANDW,,1996-01-02,2006-10-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-ANV-19960102,,ANV,ANV,ANV,,1996-01-02,1999-04-12,fja_history,auto
1996-12-31,spell-AON-19960423,,AON,AON,Aon plc,Aon plc,1996-04-23,,fja_history,auto
1996-12-31,spell-APD-19960102,,APD,APD,Air Products,Air Products,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-AR-19960102,,AR,AR,AR,,1996-01-02,1999-10-27,fja_history,reused_symbol_requires_override
1996-12-31,spell-ARC-19960102,,ARC,ARC,ARC,,1996-01-02,2000-04-18,fja_history,reused_symbol_requires_override
1996-12-31,spell-ARNC-19960102,,ARNC,ARNC,Arconic,,1996-01-02,2020-04-06,fja_history,auto
1996-12-31,spell-AS-19960102,,AS,AS,AS,,1996-01-02,1998-11-24,fja_history,reused_symbol_requires_override
1996-12-31,spell-ASC-19960102,,ASC,ASC,ASC,,1996-01-02,1999-06-24,fja_history,reused_symbol_requires_override
1996-12-31,spell-ASH-19960102,,ASH,ASH,ASH,,1996-01-02,2008-11-14,fja_history,reused_symbol_requires_override
1996-12-31,spell-AT-19960102,,AT,AT,AT,,1996-01-02,2007-11-19,fja_history,reused_symbol_requires_override
1996-12-31,spell-ATI-19960102,,ATI,ATI,Allegheny Technologies,,1996-01-02,2015-07-02,fja_history,auto
1996-12-31,spell-AVP-19960102,,AVP,AVP,Avon Products,,1996-01-02,2015-03-23,fja_history,reused_symbol_requires_override
1996-12-31,spell-AVY-19960102,,AVY,AVY,Avery Dennison,Avery Dennison,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-AXP-19960102,,AXP,AXP,American Express,American Express,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-AZA_A-19960102,,AZA.A,AZA.A,AZA.A,,1996-01-02,2001-06-25,fja_history,auto
1996-12-31,spell-BA-19960102,,BA,BA,Boeing,Boeing,1996-01-02,,fja_history,auto
1996-12-31,spell-BAC-19960102,,BAC,BAC,Bank of America,Bank of America,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-BAX-19960102,,BAX,BAX,Baxter International,Baxter International,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-BAY-19960212,,BAY,BAY,BAY,,1996-02-12,1998-08-31,fja_history,auto
1996-12-31,spell-BBI-19960102,,BBI,BBI,BBI,,1996-01-02,1998-01-12,fja_history,auto
1996-12-31,spell-BC-19960102,,BC,BC,Brunswick,,1996-01-02,2008-06-23,fja_history,reused_symbol_requires_override
1996-12-31,spell-BCR-19960102,,BCR,BCR,CR Bard,,1996-01-02,2017-12-29,fja_history,reused_symbol_requires_override
1996-12-31,spell-BDK-19960102,,BDK,BDK,BDK,,1996-01-02,2010-03-15,fja_history,reused_symbol_requires_override
1996-12-31,spell-BDX-19960102,,BDX,BDX,Becton Dickinson,Becton Dickinson,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-BEAM-19960102,,BEAM,BEAM,Suntory Global Spirits,,1996-01-02,2014-05-01,fja_history,auto
1996-12-31,spell-BEV-19960102,,BEV,BEV,BEV,,1996-01-02,1997-12-04,fja_history,reused_symbol_requires_override
1996-12-31,spell-BF_B-19960102,,BF.B,BF.B,Brown–Forman,Brown–Forman,1996-01-02,,fja_history,auto
1996-12-31,spell-BFI-19960102,,BFI,BFI,BFI,,1996-01-02,1999-08-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-BFO-19960102,,BFO,BFO,BFO,,1996-01-02,2000-10-03,fja_history,auto
1996-12-31,spell-BGG-19960102,,BGG,BGG,BGG,,1996-01-02,2001-04-03,fja_history,reused_symbol_requires_override
1996-12-31,spell-BHGE-19960102,,BHGE,BHGE,BHGE,,1996-01-02,2019-10-18,fja_history,reused_symbol_requires_override
1996-12-31,spell-BHMSQ-19960102,,BHMSQ,BHMSQ,BHMSQ,,1996-01-02,2000-12-11,fja_history,auto
1996-12-31,spell-BK-19960102,,BK,BK,BNY Mellon,BNY Mellon,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-BKB-19960102,,BKB,BKB,BKB,,1996-01-02,1999-10-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-BLL-19960102,,BLL,BLL,BLL,,1996-01-02,2022-05-10,fja_history,reused_symbol_requires_override
1996-12-31,spell-BLS-19960102,,BLS,BLS,BLS,,1996-01-02,2007-01-03,fja_history,reused_symbol_requires_override
1996-12-31,spell-BMET-19960102,,BMET,BMET,BMET,,1996-01-02,2007-07-12,fja_history,reused_symbol_requires_override
1996-12-31,spell-BMGCA-19960722,,BMGCA,BMGCA,BMGCA,,1996-07-22,1999-08-09,fja_history,auto
1996-12-31,spell-BMS-19960102,,BMS,BMS,Bemis Company,,1996-01-02,2014-12-05,fja_history,reused_symbol_requires_override
1996-12-31,spell-BMY-19960102,,BMY,BMY,Bristol Myers Squibb,Bristol Myers Squibb,1996-01-02,,fja_history,auto
1996-12-31,spell-BNI-19960102,,BNI,BNI,BNI,,1996-01-02,2010-02-16,fja_history,reused_symbol_requires_override
1996-12-31,spell-BNL-19960102,,BNL,BNL,BNL,,1996-01-02,1998-07-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-BOAT-19960102,,BOAT,BOAT,BOAT,,1996-01-02,1997-01-07,fja_history,reused_symbol_requires_override
1996-12-31,spell-BOL-19960102,,BOL,BOL,BOL,,1996-01-02,2007-10-29,fja_history,reused_symbol_requires_override
1996-12-31,spell-BR-19960102,,BR,BR,Broadridge Financial Solutions,Broadridge Financial Solutions,1996-01-02,2006-04-03,fja_history,reused_symbol_requires_override
1996-12-31,spell-BSX-19960102,,BSX,BSX,Boston Scientific,Boston Scientific,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-BT-19960102,,BT,BT,BT,,1996-01-02,1999-06-04,fja_history,reused_symbol_requires_override
1996-12-31,spell-BUD-19960102,,BUD,BUD,Anheuser Busch,,1996-01-02,2008-11-18,fja_history,reused_symbol_requires_override
1996-12-31,spell-C-19960102,,C,C,Citigroup,Citigroup,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CA-19960102,,CA,CA,CA Technologies,,1996-01-02,2018-11-06,fja_history,auto
1996-12-31,spell-CAG-19960102,,CAG,CAG,Conagra Brands,Conagra Brands,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CAR-19960102,,CAR,CAR,CAR,,1996-01-02,2006-08-01,fja_history,auto
1996-12-31,spell-CAT-19960102,,CAT,CAT,Caterpillar Inc.,Caterpillar Inc.,1996-01-02,,fja_history,auto
1996-12-31,spell-CB-19960102,,CB,CB,Chubb Limited,Chubb Limited,1996-01-02,,fja_history,auto
1996-12-31,spell-CBB-19960102,,CBB,CBB,CBB,,1996-01-02,1998-01-28,fja_history,auto
1996-12-31,spell-CBE-19960102,,CBE,CBE,Cooper Industries,,1996-01-02,2009-09-09,fja_history,reused_symbol_requires_override
1996-12-31,spell-CBS-19960102,,CBS,CBS,CBS,,1996-01-02,2019-12-05,fja_history,reused_symbol_requires_override
1996-12-31,spell-CCI-19960102,,CCI,CCI,Crown Castle,Crown Castle,1996-01-02,1998-10-08,fja_history,reused_symbol_requires_override
1996-12-31,spell-CCK-19960102,,CCK,CCK,Crown Holdings,,1996-01-02,2000-12-11,fja_history,reused_symbol_requires_override
1996-12-31,spell-CCTYQ-19960102,,CCTYQ,CCTYQ,CCTYQ,,1996-01-02,2008-03-31,fja_history,auto
1996-12-31,spell-CEG-19960102,,CEG,CEG,Constellation Energy,Constellation Energy,1996-01-02,2012-03-13,fja_history,reused_symbol_requires_override
1996-12-31,spell-CEN-19960102,,CEN,CEN,CEN,,1996-01-02,2001-04-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-CFL-19960102,,CFL,CFL,CFL,,1996-01-02,1998-04-28,fja_history,auto
1996-12-31,spell-CG-19960102,,CG,CG,CG,,1996-01-02,2000-11-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-CGP-19960102,,CGP,CGP,CGP,,1996-01-02,2001-01-30,fja_history,reused_symbol_requires_override
1996-12-31,spell-CHA-19960102,,CHA,CHA,CHA,,1996-01-02,2000-06-19,fja_history,auto
1996-12-31,spell-CHRS-19960102,,CHRS,CHRS,CHRS,,1996-01-02,1998-04-08,fja_history,reused_symbol_requires_override
1996-12-31,spell-CI-19960102,,CI,CI,Cigna,Cigna,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CIN-19960102,,CIN,CIN,CIN,,1996-01-02,2006-04-03,fja_history,reused_symbol_requires_override
1996-12-31,spell-CL-19960102,,CL,CL,Colgate-Palmolive,Colgate-Palmolive,1996-01-02,,fja_history,auto
1996-12-31,spell-CLX-19960102,,CLX,CLX,Clorox,Clorox,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CMA-19960102,,CMA,CMA,Comerica,,1996-01-02,2024-06-24,fja_history,auto
1996-12-31,spell-CMCSA-19960102,,CMCSA,CMCSA,Comcast,Comcast,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CMI-19960102,,CMI,CMI,Cummins,Cummins,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CNG-19960102,,CNG,CNG,CNG,,1996-01-02,2000-01-31,fja_history,reused_symbol_requires_override
1996-12-31,spell-CNP-19960102,,CNP,CNP,CenterPoint Energy,CenterPoint Energy,1996-01-02,,fja_history,auto
1996-12-31,spell-COMS-19960102,,COMS,COMS,COMS,,1996-01-02,2000-07-28,fja_history,auto
1996-12-31,spell-COP-19960102,,COP,COP,ConocoPhillips,ConocoPhillips,1996-01-02,,fja_history,auto
1996-12-31,spell-COST-19960102,,COST,COST,Costco,Costco,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CPB-19960102,,CPB,CPB,Campbell's Company (The),Campbell's Company (The),1996-01-02,,fja_history,auto
1996-12-31,spell-CPQ-19960102,,CPQ,CPQ,CPQ,,1996-01-02,2002-05-06,fja_history,reused_symbol_requires_override
1996-12-31,spell-CR-19960102,,CR,CR,CR,,1996-01-02,2004-12-20,fja_history,reused_symbol_requires_override
1996-12-31,spell-CRR-19960102,,CRR,CRR,CRR,,1996-01-02,1997-05-27,fja_history,reused_symbol_requires_override
1996-12-31,spell-CSCO-19960102,,CSCO,CSCO,Cisco,Cisco,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CSE-19960122,,CSE,CSE,CSE,,1996-01-22,1999-11-15,fja_history,auto
1996-12-31,spell-CSR-19960102,,CSR,CSR,CSR,,1996-01-02,2000-06-16,fja_history,reused_symbol_requires_override
1996-12-31,spell-CSX-19960102,,CSX,CSX,CSX Corporation,CSX Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CTB-19960102,,CTB,CTB,CTB,,1996-01-02,2006-07-18,fja_history,reused_symbol_requires_override
1996-12-31,spell-CTX-19960102,,CTX,CTX,Centex Corp.,,1996-01-02,2009-08-19,fja_history,reused_symbol_requires_override
1996-12-31,spell-CVS-19960102,,CVS,CVS,CVS Health,CVS Health,1996-01-02,,fja_history,auto
1996-12-31,spell-CVX-19960102,,CVX,CVX,Chevron Corporation,Chevron Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-CYM-19960102,,CYM,CYM,CYM,,1996-01-02,1999-10-18,fja_history,reused_symbol_requires_override
1996-12-31,spell-D-19960102,,D,D,Dominion Energy,Dominion Energy,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-DALRQ-19960102,,DALRQ,DALRQ,DALRQ,,1996-01-02,2005-08-19,fja_history,auto
1996-12-31,spell-DCNAQ-19960102,,DCNAQ,DCNAQ,DCNAQ,,1996-01-02,2006-03-03,fja_history,auto
1996-12-31,spell-DD-19960102,,DD,DD,DuPont,DuPont,1996-01-02,2017-09-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-DDS-19960102,,DDS,DDS,DDS,,1996-01-02,2008-10-22,fja_history,reused_symbol_requires_override
1996-12-31,spell-DE-19960102,,DE,DE,Deere & Company,Deere & Company,1996-01-02,,fja_history,auto
1996-12-31,spell-DEC-19960102,,DEC,DEC,DEC,,1996-01-02,1998-06-12,fja_history,reused_symbol_requires_override
1996-12-31,spell-DELL-19960906,,DELL,DELL,Dell Technologies,Dell Technologies,1996-09-06,2013-10-29,fja_history,reused_symbol_requires_override
1996-12-31,spell-DGN-19960102,,DGN,DGN,DGN,,1996-01-02,1999-10-13,fja_history,reused_symbol_requires_override
1996-12-31,spell-DI-19960102,,DI,DI,DI,,1996-01-02,1998-09-30,fja_history,reused_symbol_requires_override
1996-12-31,spell-DIGI-19960102,,DIGI,DIGI,DIGI,,1996-01-02,1998-08-28,fja_history,reused_symbol_requires_override
1996-12-31,spell-DIS-19960102,,DIS,DIS,Walt Disney Company (The),Walt Disney Company (The),1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-DJ-19960102,,DJ,DJ,Dow Jones,,1996-01-02,2007-12-14,fja_history,auto
1996-12-31,spell-DLX-19960102,,DLX,DLX,DLX,,1996-01-02,2004-12-20,fja_history,reused_symbol_requires_override
1996-12-31,spell-DOV-19960102,,DOV,DOV,Dover Corporation,Dover Corporation,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-DOW-19960102,,DOW,DOW,Dow Inc.,Dow Inc.,1996-01-02,2017-09-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-DRI-19960102,,DRI,DRI,Darden Restaurants,Darden Restaurants,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-DTE-19960102,,DTE,DTE,DTE Energy,DTE Energy,1996-01-02,,fja_history,auto
1996-12-31,spell-DUK-19960102,,DUK,DUK,Duke Energy,Duke Energy,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-DWD-19960102,,DWD,DWD,DWD,,1996-01-02,1997-06-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-DXC-19960102,,DXC,DXC,DXC Technology,,1996-01-02,2015-12-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-EC-19960102,,EC,EC,EC,,1996-01-02,2006-06-06,fja_history,reused_symbol_requires_override
1996-12-31,spell-ECH-19960102,,ECH,ECH,ECH,,1996-01-02,1998-07-10,fja_history,reused_symbol_requires_override
1996-12-31,spell-ECL-19960102,,ECL,ECL,Ecolab,Ecolab,1996-01-02,,fja_history,auto
1996-12-31,spell-ECO-19960102,,ECO,ECO,ECO,,1996-01-02,1998-01-20,fja_history,reused_symbol_requires_override
1996-12-31,spell-ED-19960102,,ED,ED,Consolidated Edison,Consolidated Edison,1996-01-02,,fja_history,auto
1996-12-31,spell-EFU-19960102,,EFU,EFU,EFU,,1996-01-02,2000-11-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-EIX-19960102,,EIX,EIX,Edison International,Edison International,1996-01-02,,fja_history,auto
1996-12-31,spell-EKDKQ-19960102,,EKDKQ,EKDKQ,EKDKQ,,1996-01-02,2010-12-20,fja_history,auto
1996-12-31,spell-EMC-19960328,,EMC,EMC,EMC Corporation,,1996-03-28,2016-09-07,fja_history,auto
1996-12-31,spell-EMN-19960102,,EMN,EMN,Eastman Chemical Co.,,1996-01-02,2025-11-04,fja_history,reused_symbol_requires_override
1996-12-31,spell-EMR-19960102,,EMR,EMR,Emerson Electric,Emerson Electric,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-ENRNQ-19960102,,ENRNQ,ENRNQ,ENRNQ,,1996-01-02,2001-11-30,fja_history,auto
1996-12-31,spell-ENS-19960102,,ENS,ENS,ENS,,1996-01-02,1997-08-06,fja_history,auto
1996-12-31,spell-ETN-19960102,,ETN,ETN,Eaton Corporation,Eaton Corporation,1996-01-02,,fja_history,auto
1996-12-31,spell-ETR-19960102,,ETR,ETR,Entergy,Entergy,1996-01-02,,fja_history,auto
1996-12-31,spell-ETS-19960102,,ETS,ETS,ETS,,1996-01-02,2001-08-06,fja_history,auto
1996-12-31,spell-EXC-19960102,,EXC,EXC,Exelon,Exelon,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-F-19960102,,F,F,Ford Motor Company,Ford Motor Company,1996-01-02,,fja_history,auto
1996-12-31,spell-FBF-19960102,,FBF,FBF,FBF,,1996-01-02,2004-04-01,fja_history,reused_symbol_requires_override
1996-12-31,spell-FCN-19960102,,FCN,FCN,FCN,,1996-01-02,1998-10-02,fja_history,auto
1996-12-31,spell-FCX-19960102,,FCX,FCX,Freeport-McMoRan,Freeport-McMoRan,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-FDC-19960102,,FDC,FDC,First Data,,1996-01-02,2007-09-25,fja_history,reused_symbol_requires_override
1996-12-31,spell-FDX-19960102,,FDX,FDX,FedEx,FedEx,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-FE-19960102,,FE,FE,FirstEnergy,FirstEnergy,1996-01-02,,fja_history,auto
1996-12-31,spell-FG-19960102,,FG,FG,FG,,1996-01-02,1998-04-27,fja_history,reused_symbol_requires_override
1996-12-31,spell-FITB-19960308,,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,1996-03-08,,fja_history,auto
1996-12-31,spell-FJ-19960102,,FJ,FJ,FJ,,1996-01-02,2000-11-24,fja_history,auto
1996-12-31,spell-FL-19960102,,FL,FL,Foot Locker,,1996-01-02,1999-01-04,fja_history,reused_symbol_requires_override
1996-12-31,spell-FLMIQ-19960102,,FLMIQ,FLMIQ,FLMIQ,,1996-01-02,1997-12-24,fja_history,auto
1996-12-31,spell-FLTWQ-19960102,,FLTWQ,FLTWQ,FLTWQ,,1996-01-02,2000-01-31,fja_history,auto
1996-12-31,spell-FMC-19960102,,FMC,FMC,FMC Corporation,,1996-01-02,2002-01-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-FMCC-19960102,,FMCC,FMCC,FMCC,,1996-01-02,2008-09-11,fja_history,auto
1996-12-31,spell-FNMA-19960102,,FNMA,FNMA,FNMA,,1996-01-02,2008-09-11,fja_history,auto
1996-12-31,spell-FTL_A-19960102,,FTL.A,FTL.A,FTL.A,,1996-01-02,1999-10-01,fja_history,auto
1996-12-31,spell-FWLT-19960102,,FWLT,FWLT,FWLT,,1996-01-02,2000-01-31,fja_history,auto
1996-12-31,spell-G-19960102,,G,G,G,,1996-01-02,2005-10-03,fja_history,auto
1996-12-31,spell-GAPTQ-19960102,,GAPTQ,GAPTQ,GAPTQ,,1996-01-02,2000-08-30,fja_history,auto
1996-12-31,spell-GAS-19960102,,GAS,GAS,Nicor Gas,,1996-01-02,2011-12-12,fja_history,reused_symbol_requires_override
1996-12-31,spell-GD-19960102,,GD,GD,General Dynamics,General Dynamics,1996-01-02,,fja_history,auto
1996-12-31,spell-GDT-19961219,,GDT,GDT,GDT,,1996-12-19,2006-04-24,fja_history,auto
1996-12-31,spell-GDW-19960102,,GDW,GDW,GDW,,1996-01-02,2006-10-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-GE-19960102,,GE,GE,GE Aerospace,GE Aerospace,1996-01-02,,fja_history,auto
1996-12-31,spell-GFS_A-19960102,,GFS.A,GFS.A,GFS.A,,1996-01-02,1998-07-16,fja_history,auto
1996-12-31,spell-GIDL-19960102,,GIDL,GIDL,GIDL,,1996-01-02,1997-07-17,fja_history,reused_symbol_requires_override
1996-12-31,spell-GIS-19960102,,GIS,GIS,General Mills,General Mills,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-GLD-19960102,,GLD,GLD,GLD,,1996-01-02,1997-05-06,fja_history,reused_symbol_requires_override
1996-12-31,spell-GLK-19960102,,GLK,GLK,Great Lakes Chemical,,1996-01-02,2005-07-05,fja_history,reused_symbol_requires_override
1996-12-31,spell-GLW-19960102,,GLW,GLW,Corning Inc.,Corning Inc.,1996-01-02,,fja_history,auto
1996-12-31,spell-GNT-19960313,,GNT,GNT,GNT,,1996-03-13,1998-07-01,fja_history,auto
1996-12-31,spell-GP-19960102,,GP,GP,GP,,1996-01-02,2005-12-20,fja_history,auto
1996-12-31,spell-GPC-19960102,,GPC,GPC,Genuine Parts Company,Genuine Parts Company,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-GPS-19960102,,GPS,GPS,Gap,,1996-01-02,2022-02-02,fja_history,auto
1996-12-31,spell-GPU-19960102,,GPU,GPU,GPU,,1996-01-02,2001-11-07,fja_history,reused_symbol_requires_override
1996-12-31,spell-GR-19960102,,GR,GR,Goodrich Corporation,,1996-01-02,2012-07-27,fja_history,reused_symbol_requires_override
1996-12-31,spell-GRA-19960102,,GRA,GRA,WR Grace,,1996-01-02,2000-12-11,fja_history,reused_symbol_requires_override
1996-12-31,spell-GRN-19960102,,GRN,GRN,General Re,,1996-01-02,1998-12-22,fja_history,reused_symbol_requires_override
1996-12-31,spell-GSX-19960102,,GSX,GSX,GSX,,1996-01-02,1998-10-07,fja_history,reused_symbol_requires_override
1996-12-31,spell-GT-19960102,,GT,GT,The Goodyear Tire & Rubber Company,,1996-01-02,2019-02-27,fja_history,reused_symbol_requires_override
1996-12-31,spell-GTE-19960102,,GTE,GTE,GTE,,1996-01-02,2000-07-03,fja_history,reused_symbol_requires_override
1996-12-31,spell-GWF-19960102,,GWF,GWF,GWF,,1996-01-02,1997-07-02,fja_history,reused_symbol_requires_override
1996-12-31,spell-GWW-19960102,,GWW,GWW,W. W. Grainger,W. W. Grainger,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-H-19960102,,H,H,H,,1996-01-02,2001-06-29,fja_history,reused_symbol_requires_override
1996-12-31,spell-HAL-19960102,,HAL,HAL,Halliburton,Halliburton,1996-01-02,,fja_history,auto
1996-12-31,spell-HAS-19960102,,HAS,HAS,Hasbro,Hasbro,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-HCA-19960102,,HCA,HCA,HCA Healthcare,HCA Healthcare,1996-01-02,2006-11-20,fja_history,reused_symbol_requires_override
1996-12-31,spell-HD-19960102,,HD,HD,Home Depot (The),Home Depot (The),1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-HES-19960102,,HES,HES,Hess Corporation,,1996-01-02,2025-07-23,fja_history,reused_symbol_requires_override
1996-12-31,spell-HET-19960102,,HET,HET,HET,,1996-01-02,2008-01-29,fja_history,reused_symbol_requires_override
1996-12-31,spell-HFS-19960816,,HFS,HFS,HFS,,1996-08-16,1997-12-18,fja_history,auto
1996-12-31,spell-HI-19960102,,HI,HI,HI,,1996-01-02,2003-03-31,fja_history,reused_symbol_requires_override
1996-12-31,spell-HIG-19960102,,HIG,HIG,Hartford (The),Hartford (The),1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-HLT-19960102,,HLT,HLT,Hilton Worldwide,Hilton Worldwide,1996-01-02,2007-10-25,fja_history,reused_symbol_requires_override
1996-12-31,spell-HM-19960102,,HM,HM,HM,,1996-01-02,2001-12-17,fja_history,reused_symbol_requires_override
1996-12-31,spell-HNZ-19960102,,HNZ,HNZ,Heinz,,1996-01-02,2013-06-07,fja_history,reused_symbol_requires_override
1996-12-31,spell-HON-19960102,,HON,HON,Honeywell,Honeywell,1996-01-02,,fja_history,reused_symbol_requires_override
1996-12-31,spell-HP-19960102,,HP,HP,Helmerich & Payne,,1996-01-02,1999-12-31,fja_history,reused_symbol_requires_override
1996-12-31,spell-HPC-19960102,,HPC,HPC,HPC,,1996-01-02,2008-11-14,fja_history,reused_symbol_requires_override
1996-12-31,spell-HPH-19960102,,HPH,HPH,Harnischfeger Industries,,1996-01-02,1999-06-09,fja_history,auto
1996-12-31,spell-HPQ-19960102,,HPQ,HPQ,HP Inc.,HP Inc.,1996-01-02,,fja_history,auto
