as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
2011-12-31,spell-A-20000605,,A,A,Agilent Technologies,Agilent Technologies,2000-06-05,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AABA-19991208,,AABA,AABA,AABA,,1999-12-08,2017-06-19,fja_history,auto
2011-12-31,spell-AAPL-19960102,,AAPL,AAPL,Apple Inc.,Apple Inc.,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-ABC-20010830,,ABC,ABC,ABC,,2001-08-30,2023-08-30,fja_history,reused_symbol_requires_override
2011-12-31,spell-ABT-19960102,,ABT,ABT,Abbott Laboratories,Abbott Laboratories,1996-01-02,,fja_history,auto
2011-12-31,spell-ACN-20110706,,ACN,ACN,Accenture,Accenture,2011-07-06,,fja_history,reused_symbol_requires_override
2011-12-31,spell-ADBE-19970506,,ADBE,ADBE,Adobe Inc.,Adobe Inc.,1997-05-06,,fja_history,auto
2011-12-31,spell-ADI-19991012,,ADI,ADI,Analog Devices,Analog Devices,1999-10-12,,fja_history,auto
2011-12-31,spell-ADM-19960102,,ADM,ADM,Archer Daniels Midland,Archer Daniels Midland,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-ADP-19960102,,ADP,ADP,Automatic Data Processing,Automatic Data Processing,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-ADSK-19960102,,ADSK,ADSK,Autodesk,Autodesk,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AEE-19960102,,AEE,AEE,Ameren,Ameren,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AEP-19960102,,AEP,AEP,American Electric Power,American Electric Power,1996-01-02,,fja_history,auto
2011-12-31,spell-AES-19981002,,AES,AES,AES Corporation,AES Corporation,1998-10-02,,fja_history,auto
2011-12-31,spell-AET-19960102,,AET,AET,Aetna,,1996-01-02,2018-11-29,fja_history,reused_symbol_requires_override
2011-12-31,spell-AFL-19990528,,AFL,AFL,Aflac,Aflac,1999-05-28,,fja_history,auto
2011-12-31,spell-AGN-19960102,,AGN,AGN,Allergan,,1996-01-02,2020-05-12,fja_history,reused_symbol_requires_override
2011-12-31,spell-AIG-19960102,,AIG,AIG,American International Group,American International Group,1996-01-02,,fja_history,auto
2011-12-31,spell-AIV-20030314,,AIV,AIV,Apartment Investment & Management,,2003-03-14,2020-12-21,fja_history,auto
2011-12-31,spell-AIZ-20070410,,AIZ,AIZ,Assurant,Assurant,2007-04-10,,fja_history,auto
2011-12-31,spell-AKAM-20070712,,AKAM,AKAM,Akamai Technologies,Akamai Technologies,2007-07-12,,fja_history,auto
2011-12-31,spell-ALL-19960102,,ALL,ALL,Allstate,Allstate,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-ALTR-20000418,,ALTR,ALTR,Altera,,2000-04-18,2015-12-28,fja_history,auto
2011-12-31,spell-AMAT-19960102,,AMAT,AMAT,Applied Materials,Applied Materials,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AMD-19960102,,AMD,AMD,Advanced Micro Devices,Advanced Micro Devices,1996-01-02,2013-09-23,fja_history,reused_symbol_requires_override
2011-12-31,spell-AMGN-19960102,,AMGN,AMGN,Amgen,Amgen,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AMP-20051003,,AMP,AMP,Ameriprise Financial,Ameriprise Financial,2005-10-03,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AMT-20071119,,AMT,AMT,American Tower,American Tower,2007-11-19,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AMZN-20051121,,AMZN,AMZN,Amazon,Amazon,2005-11-21,,fja_history,auto
2011-12-31,spell-AN-20030224,,AN,AN,Amoco,,2003-02-24,2017-08-08,fja_history,reused_symbol_requires_override
2011-12-31,spell-ANDV-20070927,,ANDV,ANDV,Andeavor,,2007-09-27,2018-10-01,fja_history,auto
2011-12-31,spell-ANF-20070329,,ANF,ANF,Abercrombie & Fitch,,2007-03-29,2013-12-23,fja_history,auto
2011-12-31,spell-ANRZQ-20110602,,ANRZQ,ANRZQ,ANRZQ,,2011-06-02,2012-10-02,fja_history,auto
2011-12-31,spell-ANTM-20020725,,ANTM,ANTM,ANTM,,2002-07-25,2022-06-28,fja_history,auto
2011-12-31,spell-AON-19960423,,AON,AON,Aon plc,Aon plc,1996-04-23,,fja_history,auto
2011-12-31,spell-APA-19970728,,APA,APA,APA Corporation,APA Corporation,1997-07-28,,fja_history,auto
2011-12-31,spell-APC-19970728,,APC,APC,Anadarko Petroleum,,1997-07-28,2019-08-09,fja_history,reused_symbol_requires_override
2011-12-31,spell-APD-19960102,,APD,APD,Air Products,Air Products,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-APH-20080930,,APH,APH,Amphenol,Amphenol,2008-09-30,,fja_history,auto
2011-12-31,spell-APOL-20020515,,APOL,APOL,Apollo Education Group,,2002-05-15,2013-07-01,fja_history,auto
2011-12-31,spell-ARG-20090909,,ARG,ARG,Airgas,,2009-09-09,2016-05-23,fja_history,auto
2011-12-31,spell-ARNC-19960102,,ARNC,ARNC,Arconic,,1996-01-02,2020-04-06,fja_history,auto
2011-12-31,spell-ATGE-20090609,,ATGE,ATGE,ATGE,,2009-06-09,2012-10-01,fja_history,auto
2011-12-31,spell-ATI-19960102,,ATI,ATI,Allegheny Technologies,,1996-01-02,2015-07-02,fja_history,auto
2011-12-31,spell-AVB-20070110,,AVB,AVB,AvalonBay Communities,AvalonBay Communities,2007-01-10,,fja_history,auto
2011-12-31,spell-AVP-19960102,,AVP,AVP,Avon Products,,1996-01-02,2015-03-23,fja_history,reused_symbol_requires_override
2011-12-31,spell-AVY-19960102,,AVY,AVY,Avery Dennison,Avery Dennison,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AXP-19960102,,AXP,AXP,American Express,American Express,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-AZO-19970102,,AZO,AZO,AutoZone,AutoZone,1997-01-02,,fja_history,auto
2011-12-31,spell-BA-19960102,,BA,BA,Boeing,Boeing,1996-01-02,,fja_history,auto
2011-12-31,spell-BAC-19960102,,BAC,BAC,Bank of America,Bank of America,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-BAX-19960102,,BAX,BAX,Baxter International,Baxter International,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-BBBY-19991001,,BBBY,BBBY,Bed Bath & Beyond,,1999-10-01,2017-07-26,fja_history,auto
2011-12-31,spell-BBT-19971204,,BBT,BBT,BBT,,1997-12-04,2019-12-09,fja_history,auto
2011-12-31,spell-BBY-19990630,,BBY,BBY,Best Buy,Best Buy,1999-06-30,,fja_history,auto
2011-12-31,spell-BCR-19960102,,BCR,BCR,CR Bard,,1996-01-02,2017-12-29,fja_history,reused_symbol_requires_override
2011-12-31,spell-BDX-19960102,,BDX,BDX,Becton Dickinson,Becton Dickinson,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-BEAM-19960102,,BEAM,BEAM,Suntory Global Spirits,,1996-01-02,2014-05-01,fja_history,auto
2011-12-31,spell-BEN-19980429,,BEN,BEN,Franklin Resources,Franklin Resources,1998-04-29,,fja_history,auto
2011-12-31,spell-BF_B-19960102,,BF.B,BF.B,Brown–Forman,Brown–Forman,1996-01-02,,fja_history,auto
2011-12-31,spell-BHGE-19960102,,BHGE,BHGE,BHGE,,1996-01-02,2019-10-18,fja_history,reused_symbol_requires_override
2011-12-31,spell-BIG-19980120,,BIG,BIG,Big Lots,,1998-01-20,2013-02-14,fja_history,auto
2011-12-31,spell-BIIB-20031113,,BIIB,BIIB,Biogen,Biogen,2003-11-13,,fja_history,auto
2011-12-31,spell-BK-19960102,,BK,BK,BNY Mellon,BNY Mellon,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-BKNG-20091106,,BKNG,BKNG,Booking Holdings,Booking Holdings,2009-11-06,,fja_history,auto
2011-12-31,spell-BLK-20110404,,BLK,BLK,BlackRock,BlackRock,2011-04-04,,fja_history,auto
2011-12-31,spell-BLL-19960102,,BLL,BLL,BLL,,1996-01-02,2022-05-10,fja_history,reused_symbol_requires_override
2011-12-31,spell-BMC-19981001,,BMC,BMC,BMC Software,,1998-10-01,2013-09-11,fja_history,auto
2011-12-31,spell-BMS-19960102,,BMS,BMS,Bemis Company,,1996-01-02,2014-12-05,fja_history,reused_symbol_requires_override
2011-12-31,spell-BMY-19960102,,BMY,BMY,Bristol Myers Squibb,Bristol Myers Squibb,1996-01-02,,fja_history,auto
2011-12-31,spell-BRCM-20000703,,BRCM,BRCM,Broadcom Corporation,,2000-07-03,2016-02-01,fja_history,auto
2011-12-31,spell-BRK_B-20100216,,BRK.B,BRK.B,Berkshire Hathaway,Berkshire Hathaway,2010-02-16,,fja_history,auto
2011-12-31,spell-BSX-19960102,,BSX,BSX,Boston Scientific,Boston Scientific,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-BTUUQ-20061120,,BTUUQ,BTUUQ,BTUUQ,,2006-11-20,2014-09-22,fja_history,auto
2011-12-31,spell-BWA-20111219,,BWA,BWA,BorgWarner,,2011-12-19,2025-04-24,fja_history,auto
2011-12-31,spell-BXP-20060403,,BXP,BXP,"BXP, Inc.","BXP, Inc.",2006-04-03,,fja_history,auto
2011-12-31,spell-C-19960102,,C,C,Citigroup,Citigroup,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-CA-19960102,,CA,CA,CA Technologies,,1996-01-02,2018-11-06,fja_history,auto
2011-12-31,spell-CAG-19960102,,CAG,CAG,Conagra Brands,Conagra Brands,1996-01-02,,fja_history,reused_symbol_requires_override
2011-12-31,spell-CAH-19970527,,CAH,CAH,Cardinal Health,Cardinal Health,1997-05-27,,fja_history,reused_symbol_requires_override
2011-12-31,spell-CAM-20080129,,CAM,CAM,Cameron International,,2008-01-29,2016-04-04,fja_history,auto
2011-12-31,spell-CAT-19960102,,CAT,CAT,Caterpillar Inc.,Caterpillar Inc.,1996-01-02,,fja_history,auto
2011-12-31,spell-CB-19960102,,CB,CB,Chubb Limited,Chubb Limited,1996-01-02,,fja_history,auto
2011-12-31,spell-CBE-20111123,,CBE,CBE,Cooper Industries,,2011-11-23,2012-12-03,fja_history,reused_symbol_requires_override
2011-12-31,spell-CBRE-20061110,,CBRE,CBRE,CBRE Group,CBRE Group,2006-11-10,,fja_history,auto
2011-12-31,spell-CBS-19960102,,CBS,CBS,CBS,,1996-01-02,2019-12-05,fja_history,reused_symbol_requires_override
2011-12-31,spell-CCE-19981008,,CCE,CCE,Coca-Cola Enterprises,,1998-10-08,2016-05-31,fja_history,auto
2011-12-31,spell-CCL-19981222,,CCL,CCL,Carnival,Carnival,1998-12-22,,fja_history,auto
2011-12-31,spell-CEG-19960102,,CEG,CEG,Constellation Energy,Constellation Energy,1996-01-02,2012-03-13,fja_history,reused_symbol_requires_override
2011-12-31,spell-CELG-20061106,,CELG,CELG,Celgene,,2006-11-06,2019-11-21,fja_history,auto
2011-12-31,spell-CERN-20100430,,CERN,CERN,Cerner,,2010-04-30,2022-06-08,fja_history,auto
2011-12-31,spell-CF-20080827,,CF,CF,CF Industries,CF Industries,2008-08-27,,fja_history,reused_symbol_requires_override
2011-12-31,spell-CFN-20090901,,CFN,CFN,Carefusion,,2009-09-01,2015-03-17,fja_history,auto
