date,member_id,symbol,quote_symbol,company_name,close,adj_close,volume
2004-01-02,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.986116409301758,11.63420295715332,6894172.0
2004-01-05,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.986116409301758,11.63420295715332,14395828.0
2004-01-06,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.8334903717041,11.549592018127441,7790584.0
2004-01-07,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,21.053451538085938,11.671526908874512,7774322.0
2004-01-08,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.43396759033203,11.328104972839355,17053876.0
2004-01-09,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.169116973876953,11.181278228759766,13285561.0
2004-01-12,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.949155807495117,11.059335708618164,11558676.0
2004-01-13,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.944665908813477,11.11814022064209,8744024.0
2004-01-14,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.976089477539062,11.135659217834473,10335021.0
2004-01-15,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.1780948638916,11.248265266418457,9916443.0
2004-01-16,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.414962768554688,10.822861671447754,24586497.0
2004-01-20,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.428430557250977,10.830364227294922,11832456.0
2004-01-21,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.616968154907227,10.935462951660156,13352836.0
2004-01-22,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.33864974975586,10.780319213867188,13757157.0
2004-01-23,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.289270401000977,10.752791404724121,9337028.0
2004-01-26,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.697771072387695,10.980509757995605,9474475.0
2004-01-27,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.47780990600586,10.857894897460938,9324553.0
2004-01-28,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.6618595123291,10.960488319396973,10579173.0
2004-01-29,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.639413833618164,10.947978973388672,11907306.0
2004-01-30,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.33864974975586,10.780319213867188,10103344.0
2004-02-02,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.51820945739746,10.880414962768555,10008668.0
2004-02-03,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.86386489868164,11.073100090026855,10066365.0
2004-02-04,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.86835289001465,11.075601577758789,16356172.0
2004-02-05,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,20.007511138916016,11.153172492980957,8244582.0
2004-02-06,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.91773223876953,11.103126525878906,6350845.0
2004-02-09,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,19.91324234008789,11.100627899169922,8492743.0
