date,member_id,symbol,quote_symbol,company_name,close,adj_close,volume
1999-01-04,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,21.88391876220703,11.038166046142578,4959447.0
1999-01-04,spell-ADBE-19970506,ADBE,ADBE,Adobe Inc.,6.242187976837158,6.183794498443604,12611200.0
1999-01-04,spell-AEP-19960102,AEP,AEP,American Electric Power,47.6875,14.449088096618652,495600.0
1999-01-04,spell-AES-19981002,AES,AES,AES Corporation,24.46875,15.616790771484377,1142400.0
1999-01-04,spell-AIG-19960102,AIG,AIG,American International Group,1062.6666259765625,621.1732788085938,252272.0
1999-01-04,spell-AON-19960423,AON,AON,Aon plc,37.20833206176758,24.720521926879883,804450.0
1999-01-04,spell-APA-19970728,APA,APA,APA Corporation,10.44372272491455,7.045433044433594,2402631.0
1999-01-04,spell-AZO-19970102,AZO,AZO,AutoZone,32.9375,32.9375,611500.0
1999-01-04,spell-BA-19960102,BA,BA,Boeing,32.9375,20.981508255004883,6610200.0
1999-01-04,spell-BEN-19980429,BEN,BEN,Franklin Resources,11.916666984558104,5.657172203063965,4376700.0
1999-01-04,spell-BF_B-19960102,BF.B,BF-B,Brown–Forman,7.946667194366455,4.623199939727783,898125.0
1999-01-04,spell-BMY-19960102,BMY,BMY,Bristol Myers Squibb,62.04396438598633,22.895883560180664,3715996.0
1999-01-04,spell-CAR-19960102,CAR,CAR,CAR,30.399999618530277,26.44005584716797,3943000.0
1999-01-04,spell-CAT-19960102,CAT,CAT,Caterpillar Inc.,23.6875,11.923677444458008,6512000.0
1999-01-04,spell-CB-19960102,CB,CB,Chubb Limited,33.625,19.51809883117676,487400.0
1999-01-04,spell-CCL-19981222,CCL,CCL,Carnival,45.4375,27.53011131286621,3053200.0
1999-01-04,spell-CCU-19970902,CCU,CCU,CCU,7.775000095367432,2.408329963684082,184000.0
1999-01-04,spell-CINF-19971218,CINF,CINF,Cincinnati Financial,34.07029342651367,14.133277893066406,375953.0
1999-01-04,spell-CL-19960102,CL,CL,Colgate-Palmolive,22.5,12.541899681091309,3316800.0
1999-01-04,spell-CNP-19960102,CNP,CNP,CenterPoint Energy,27.081375122070312,7.361197471618652,712218.0
1999-01-04,spell-COF-19980701,COF,COF,Capital One,38.66666793823242,27.81810760498047,1847400.0
1999-01-04,spell-COP-19960102,COP,COP,ConocoPhillips,16.41362762451172,6.926749706268311,2028816.0
1999-01-04,spell-CPB-19960102,CPB,CPB,Campbell's Company (The),53.9375,23.908958435058597,684900.0
1999-01-04,spell-CVS-19960102,CVS,CVS,CVS Health,26.59375,16.729516983032227,2017600.0
1999-01-04,spell-DE-19960102,DE,DE,Deere & Company,16.59375,9.776147842407228,4374800.0
1999-01-04,spell-DHR-19981118,DHR,DHR,Danaher Corporation,8.958085060119629,5.284421920776367,3917164.0
1999-01-04,spell-DTE-19960102,DTE,DTE,DTE Energy,36.48936080932617,11.53793716430664,948343.0
1999-01-04,spell-ECL-19960102,ECL,ECL,Ecolab,17.9375,12.994047164916992,770000.0
1999-01-04,spell-ED-19960102,ED,ED,Consolidated Edison,52.75,15.44174575805664,365100.0
1999-01-04,spell-EFX-19970619,EFX,EFX,Equifax,33.5625,15.485943794250488,579200.0
1999-01-04,spell-EHC-19970108,EHC,EHC,EHC,63.64359664916992,51.84574508666992,949412.0
1999-01-04,spell-EIX-19960102,EIX,EIX,Edison International,27.8125,11.563530921936035,774200.0
1999-01-04,spell-ETN-19960102,ETN,ETN,Eaton Corporation,15.496580123901367,6.627092361450195,2185548.0
1999-01-04,spell-ETR-19960102,ETR,ETR,Entergy,15.46875,5.444200038909912,868000.0
1999-01-04,spell-F-19960102,F,F,Ford Motor Company,31.736196517944336,12.12457275390625,4982854.0
1999-01-04,spell-FE-19960102,FE,FE,FirstEnergy,32.5625,9.602051734924316,416600.0
1999-01-04,spell-FITB-19960308,FITB,FITB,Fifth Third Bancorp,47.58333206176758,21.99236869812012,1296750.0
1999-01-04,spell-FMCC-19960102,FMCC,FMCC,FMCC,61.5,50.32423400878906,2599400.0
1999-01-04,spell-FNMA-19960102,FNMA,FNMA,FNMA,72.125,57.90152359008789,2588300.0
1999-01-04,spell-GD-19960102,GD,GD,General Dynamics,29.34375,16.739713668823242,621600.0
1999-01-04,spell-GE-19960102,GE,GE,GE Aerospace,160.64649963378906,85.72647094726562,3565993.0
1999-01-04,spell-GLW-19960102,GLW,GLW,Corning Inc.,15.166666984558104,9.771262168884276,2235900.0
1999-01-04,spell-HAL-19960102,HAL,HAL,Halliburton,15.09375,9.767525672912598,9215000.0
1999-01-04,spell-HBAN-19970806,HBAN,HBAN,Huntington Bancshares,24.84504127502441,9.363672256469728,561682.0
1999-01-04,spell-HPQ-19960102,HPQ,HPQ,HP Inc.,15.653383255004885,6.778323173522949,14590892.0
1999-01-04,spell-HSY-19960102,HSY,HSY,Hershey Company (The),31.15625,16.651615142822266,832800.0
1999-01-04,spell-IBM-19960102,IBM,IBM,IBM,87.4760971069336,44.81672286987305,8524482.0
1999-01-04,spell-IP-19960102,IP,IP,International Paper,39.34033584594727,15.409722328186035,4382184.0
1999-01-04,spell-KEY-19960102,KEY,KEY,KeyCorp,31.75,11.921929359436035,835100.0
1999-01-04,spell-KLAC-19970915,KLAC,KLAC,KLA Corporation,22.875,12.018770217895508,7044800.0
1999-01-04,spell-KMB-19960102,KMB,KMB,Kimberly-Clark,50.994728088378906,21.033525466918945,1473759.0
1999-01-04,spell-KO-19960102,KO,KO,Coca-Cola Company (The),33.59375,15.95055103302002,7358200.0
1999-01-04,spell-KR-19960102,KR,KR,Kroger,14.5,10.158050537109377,5221600.0
1999-01-04,spell-KSS-19980814,KSS,KSS,Kohl's,30.625,15.775558471679688,793200.0
1999-01-04,spell-LOW-19960102,LOW,LOW,Lowe's,12.703125,8.804017066955566,5365600.0
1999-01-04,spell-MBI-19961203,MBI,MBI,MBIA,43.75,16.353208541870117,392250.0
1999-01-04,spell-MCO-19960102,MCO,MCO,Moody's Corporation,11.3125,8.78360366821289,936400.0
1999-01-04,spell-MDT-19960102,MDT,MDT,Medtronic,36.53125,22.353992462158203,4834200.0
1999-01-04,spell-MMM-19960102,MMM,MMM,3M,31.197742462158203,14.851106643676758,4378556.0
1999-01-04,spell-MO-19960102,MO,MO,Altria,52.5625,2.4533257484436035,7208400.0
1999-01-04,spell-MRK-19960102,MRK,MRK,Merck & Co.,71.44561004638672,27.28646850585937,6748701.0
1999-01-04,spell-MSI-19960102,MSI,MSI,Motorola Solutions,78.39081573486328,54.34951400756836,3820193.0
1999-01-04,spell-MTG-19960719,MTG,MTG,MTG,39.4375,31.81218719482422,776900.0
1999-01-04,spell-NKE-19960102,NKE,NKE,"Nike, Inc.",5.164062976837158,3.7953574657440186,9884800.0
1999-01-04,spell-NTRS-19980130,NTRS,NTRS,Northern Trust,43.53125,24.39042854309082,1218200.0
1999-01-04,spell-NWL-19960102,NWL,NWL,Newell Brands,41.9375,17.110618591308594,1235200.0
1999-01-04,spell-NYT-19960102,NYT,NYT,The New York Times Company,34.3125,24.486366271972656,625200.0
1999-01-04,spell-PAYX-19981001,PAYX,PAYX,Paychex,23.0,10.817359924316406,1485450.0
1999-01-04,spell-PEG-19960102,PEG,PEG,Public Service Enterprise Group,19.84375,6.514410018920898,1339200.0
1999-01-04,spell-PEP-19960102,PEP,PEP,PepsiCo,40.6875,20.453508377075195,3221600.0
1999-01-04,spell-PFE-19960102,PFE,PFE,Pfizer,39.057559967041016,14.676374435424805,13958965.0
1999-01-04,spell-PG-19960102,PG,PG,Procter & Gamble,45.0,22.238237380981445,5048000.0
