date,member_id,symbol,quote_symbol,company_name,close,adj_close,volume
2016-01-04,spell-AAP-20150709,AAP,AAP,Advance Auto Parts,152.24000549316406,132.71946716308594,1935300.0
2016-01-04,spell-ABBV-20130102,ABBV,ABBV,AbbVie,57.61000061035156,37.39728164672852,10308400.0
2016-01-04,spell-ABT-19960102,ABT,ABT,Abbott Laboratories,42.93000030517578,35.15964126586914,12227500.0
2016-01-04,spell-ADBE-19970506,ADBE,ADBE,Adobe Inc.,91.97000122070312,91.97000122070312,2993800.0
2016-01-04,spell-ADI-19991012,ADI,ADI,Analog Devices,54.43999862670898,44.5347785949707,2648900.0
2016-01-04,spell-AEP-19960102,AEP,AEP,American Electric Power,58.33000183105469,40.64641952514648,4087800.0
2016-01-04,spell-AES-19981002,AES,AES,AES Corporation,9.43000030517578,6.411693096160889,4813500.0
2016-01-04,spell-AFL-19990528,AFL,AFL,Aflac,29.59000015258789,23.27395820617676,4948400.0
2016-01-04,spell-AIG-19960102,AIG,AIG,American International Group,60.43000030517578,46.7625732421875,10538700.0
2016-01-04,spell-AIV-20030314,AIV,AIV,Apartment Investment & Management,5.285915851593018,1.672017216682434,8551214.0
2016-01-04,spell-AIZ-20070410,AIZ,AIZ,Assurant,78.5199966430664,64.06695556640625,734100.0
2016-01-04,spell-AKAM-20070712,AKAM,AKAM,Akamai Technologies,52.310001373291016,52.310001373291016,4341100.0
2016-01-04,spell-ALLE-20131202,ALLE,ALLE,Allegion,64.52999877929688,57.41867065429688,845000.0
2016-01-04,spell-AME-20130923,AME,AME,Ametek,52.650001525878906,49.14733505249024,1942300.0
2016-01-04,spell-AMG-20140701,AMG,AMG,Affiliated Managers Group,155.99000549316406,151.0124053955078,611000.0
2016-01-04,spell-AMZN-20051121,AMZN,AMZN,Amazon,31.84950065612793,31.84950065612793,186290000.0
2016-01-04,spell-ANDV-20070927,ANDV,ANDV,Andeavor,107.0999984741211,100.32537841796876,2987684.0
2016-01-04,spell-AON-19960423,AON,AON,Aon plc,90.70999908447266,82.62879943847656,1469200.0
2016-01-04,spell-APA-19970728,APA,APA,APA Corporation,44.43000030517578,34.12834167480469,4746800.0
2016-01-04,spell-APH-20080930,APH,APH,Amphenol,12.717499732971191,11.550628662109377,6374000.0
2016-01-04,spell-APTV-20121224,APTV,APTV,Aptiv,70.40234375,67.02796936035156,2618993.0
2016-01-04,spell-AVB-20070110,AVB,AVB,AvalonBay Communities,180.72000122070312,127.85214233398438,807000.0
2016-01-04,spell-AVGO-20140508,AVGO,AVGO,Broadcom,14.227999687194824,10.8538818359375,30970000.0
2016-01-04,spell-AZO-19970102,AZO,AZO,AutoZone,735.47998046875,735.47998046875,299100.0
2016-01-04,spell-BA-19960102,BA,BA,Boeing,140.5,126.00507354736328,5719500.0
2016-01-04,spell-BBBY-19991001,BBBY,BBBY,Bed Bath & Beyond,11.949999809265137,11.949999809265137,109400.0
2016-01-04,spell-BBT-19971204,BBT,BBT,BBT,28.43000030517578,21.12052345275879,151900.0
2016-01-04,spell-BBY-19990630,BBY,BBY,Best Buy,30.649999618530277,20.991357803344727,6343700.0
2016-01-04,spell-BEN-19980429,BEN,BEN,Franklin Resources,36.18000030517578,22.00547409057617,4389300.0
2016-01-04,spell-BF_B-19960102,BF.B,BF-B,Brown–Forman,38.88399887084961,32.25574493408203,3212750.0
2016-01-04,spell-BIIB-20031113,BIIB,BIIB,Biogen,294.6199951171875,294.6199951171875,2451100.0
2016-01-04,spell-BKNG-20091106,BKNG,BKNG,Booking Holdings,49.81480026245117,48.90126800537109,19195000.0
2016-01-04,spell-BLK-20110404,BLK,BLK,BlackRock,333.1000061035156,258.22564697265625,958900.0
2016-01-04,spell-BMY-19960102,BMY,BMY,Bristol Myers Squibb,67.02999877929688,47.126243591308594,7113700.0
2016-01-04,spell-BRK_B-20100216,BRK.B,BRK-B,Berkshire Hathaway,130.75,130.75,6869100.0
2016-01-04,spell-BWA-20111219,BWA,BWA,BorgWarner,37.19190216064453,31.79637908935547,2316304.0
2016-01-04,spell-BXP-20060403,BXP,BXP,"BXP, Inc.",124.1999969482422,81.96571350097656,800900.0
2016-01-04,spell-CAT-19960102,CAT,CAT,Caterpillar Inc.,67.98999786376953,52.98994827270508,8586900.0
2016-01-04,spell-CB-19960102,CB,CB,Chubb Limited,113.7300033569336,94.73944091796876,3094500.0
2016-01-04,spell-CBRE-20061110,CBRE,CBRE,CBRE Group,34.09000015258789,34.09000015258789,2981600.0
2016-01-04,spell-CCEP-20160104,CCEP,CCEP,CCEP,48.650001525878906,26.52089500427246,3344200.0
2016-01-04,spell-CCL-19981222,CCL,CCL,Carnival,54.20000076293945,47.08753204345703,4773000.0
2016-01-04,spell-CHD-20151229,CHD,CHD,Church & Dwight,41.755001068115234,36.50860595703125,3496800.0
2016-01-04,spell-CHRW-20070302,CHRW,CHRW,C.H. Robinson,61.790000915527344,48.64646530151367,3072300.0
2016-01-04,spell-CINF-19971218,CINF,CINF,Cincinnati Financial,57.540000915527344,43.77184295654297,825100.0
2016-01-04,spell-CL-19960102,CL,CL,Colgate-Palmolive,64.70999908447266,50.54085159301758,5722600.0
2016-01-04,spell-CME-20060811,CME,CME,CME Group,88.66999816894531,59.840919494628906,2499900.0
2016-01-04,spell-CMG-20110428,CMG,CMG,Chipotle Mexican Grill,8.976200103759766,8.976200103759766,134515000.0
2016-01-04,spell-CNP-19960102,CNP,CNP,CenterPoint Energy,18.270000457763672,13.051819801330566,5118100.0
2016-01-04,spell-CNX-20060628,CNX,CNX,Consol Energy,7.141666889190674,7.131762027740479,11055360.0
2016-01-04,spell-COF-19980701,COF,COF,Capital One,70.73999786376953,58.814735412597656,3636200.0
2016-01-04,spell-COP-19960102,COP,COP,ConocoPhillips,46.880001068115234,34.225868225097656,8918000.0
2016-01-04,spell-CPB-19960102,CPB,CPB,Campbell's Company (The),51.65999984741211,36.40617370605469,2192800.0
2016-01-04,spell-CPRI-20160104,CPRI,CPRI,Capri Holdings,40.369998931884766,40.369998931884766,2546800.0
2016-01-04,spell-CRM-20080915,CRM,CRM,Salesforce,76.70999908447266,75.60005950927734,4919200.0
2016-01-04,spell-CSRA-20151130,CSRA,CSRA,CSRA,29.18000030517578,28.30460548400879,1826699.0
2016-01-04,spell-CTAS-20010301,CTAS,CTAS,Cintas,22.07250022888184,19.905630111694336,2866400.0
2016-01-04,spell-CTSH-20061117,CTSH,CTSH,Cognizant,58.130001068115234,51.27455520629883,5001200.0
2016-01-04,spell-CVS-19960102,CVS,CVS,CVS Health,96.45999908447266,70.97846221923828,5911000.0
2016-01-04,spell-DE-19960102,DE,DE,Deere & Company,76.08000183105469,64.2273178100586,3586900.0
2016-01-04,spell-DGX-20021212,DGX,DGX,Quest Diagnostics,70.76000213623047,57.37331008911133,1229900.0
2016-01-04,spell-DHR-19981118,DHR,DHR,Danaher Corporation,61.6198616027832,37.59441757202149,6533368.0
2016-01-04,spell-DLTR-20111219,DLTR,DLTR,Dollar Tree,78.80999755859375,78.80999755859375,4555100.0
2016-01-04,spell-DTE-19960102,DTE,DTE,DTE Energy,67.35318756103516,48.00959014892578,1654753.0
2016-01-04,spell-DVA-20080731,DVA,DVA,DaVita,68.66999816894531,68.66999816894531,1819700.0
2016-01-04,spell-DVN-20000830,DVN,DVN,Devon Energy,32.31999969482422,22.35281562805176,6770300.0
2016-01-04,spell-EA-20020722,EA,EA,Electronic Arts,66.0999984741211,64.20787811279297,4053000.0
2016-01-04,spell-EBAY-20020722,EBAY,EBAY,eBay Inc.,26.43000030517578,23.443347930908203,19107600.0
2016-01-04,spell-ECL-19960102,ECL,ECL,Ecolab,112.48999786376952,100.59294891357422,1769700.0
2016-01-04,spell-ED-19960102,ED,ED,Consolidated Edison,64.4000015258789,44.57643508911133,1687600.0
2016-01-04,spell-EFX-19970619,EFX,EFX,Equifax,109.4499969482422,99.3075942993164,1198500.0
2016-01-04,spell-EIX-19960102,EIX,EIX,Edison International,58.95000076293945,38.53642272949219,2998000.0
