date,member_id,symbol,quote_symbol,company_name,close,adj_close,volume
1985-01-02,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.541666984558104,4.653188228607178,70800.0
1985-01-02,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4557870030403137,0.1164793521165847,30113.0
1985-01-02,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.799999237060547,3.804911375045776,9188.0
1985-01-02,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.1909720003604889,0.0918265730142593,453600.0
1985-01-02,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.090497970581055,5.090497970581055,9282.0
1985-01-02,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,48103.0
1985-01-02,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,5400.0
1985-01-03,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.583333015441896,4.665666580200195,179700.0
1985-01-03,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4557870030403137,0.1164793521165847,15056.0
1985-01-03,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.933332443237305,3.831897258758545,5063.0
1985-01-03,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.1921299993991851,0.092383362352848,1933200.0
1985-01-03,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.203619956970215,5.203619956970215,11492.0
1985-01-03,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,80171.0
1985-01-03,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,5400.0
1985-01-04,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.333333015441896,4.590816974639893,140700.0
1985-01-04,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4508059918880462,0.1152064129710197,75282.0
1985-01-04,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.666667938232425,3.777925968170166,14063.0
1985-01-04,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.1898149996995926,0.0912702828645706,1663200.0
1985-01-04,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.316741943359375,5.316741943359375,25747.0
1985-01-04,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,25655.0
1985-01-04,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,0.0
1985-01-07,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.583333015441896,4.665666580200195,302700.0
1985-01-07,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4508059918880462,0.1152064129710197,20075.0
1985-01-07,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.799999237060547,3.804911375045776,4500.0
1985-01-07,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.1944440007209777,0.0934960469603538,766800.0
1985-01-07,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.656108856201172,5.656108856201172,83428.0
1985-01-07,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,6414.0
1985-01-07,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,36000.0
1985-01-08,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.375,4.603290557861328,193800.0
1985-01-08,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4483149945735931,0.1145698651671409,271015.0
1985-01-08,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.666667938232425,3.777925968170166,34688.0
1985-01-08,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.195601999759674,0.0940528661012649,334800.0
1985-01-08,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.656108856201172,5.656108856201172,35802.0
1985-01-08,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,8017.0
1985-01-08,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,3600.0
1985-01-09,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,15.958333015441896,4.777939319610596,315300.0
1985-01-09,permno-16571-19570301,BN,BN,BORDEN CO; BORDEN INC,0.4508059918880462,0.1152064129710197,451691.0
1985-01-09,permno-17137-19820408,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,18.666667938232425,3.777925968170166,5250.0
1985-01-09,permno-26657-19581210,GAP,GAP,GREAT ATLANTIC & PAC TEA INC,0.1990740001201629,0.09572234749794,669600.0
1985-01-09,permno-21055-19570301,GCO,GCO,GENESCO INC; GENERAL SHOE CORP,5.542985916137695,5.542985916137695,24863.0
1985-01-09,permno-12933-19840301,MEI,MEI,MINNESOTA ENTERPRISES INC; M E I DIVERSIFIED INC; TWIN CITY RAPID TRANSIT CO; M E I CORP,0.5924829840660095,0.3077732920646667,11224.0
1985-01-09,permno-45065-19780413,MSA,MSA,MESA PETROLEUM CO,2.8333330154418945,1.2709715366363523,0.0
1985-01-10,permno-26649-19680808,ASA,ASA,AMERICAN SOUTH AFRICAN INVT LTD; A S A GOLD & PRECIOUS METALS LTD; A S A LTD; A S A BERMUDA LTD,16.25,4.865265846252441,208800.0
